start,today,deviceid,simserial,subscriberid,"Welcome to the OCA Bamako Project. In this project, you will collect data about identified features and their respective attributes across Bamako District.",Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Geopoint of health facility,_Geopoint of health facility_latitude,_Geopoint of health facility_longitude,_Geopoint of health facility_altitude,_Geopoint of health facility_precision,Nature of the facility,Type of the facility,What is the nature of the heath facility,What is the scope of services provided by health facility?,What is the ancillary services provided by health facility?,What is the type of the services provided by the facility?,Number of beds in the health facility,"Average number of patients per day, disaggregated (total)","Average number of patients per day, disaggregated (male)","Average number of patients per day, disaggregated (female)",Does this medical facility offer emergency services?,Does this facility offer dispensing prescription medication? (in pharmacy),Opening days and times,Opening days and times/Mo-Fri 07:30-13:30,Opening days and times/Mo-Sa 07:30-15:00,Opening days and times/Mo-Fri 08:00-17:00,Opening days and times/Mo-Fri 09:00-17:00,Opening days and times/Mo-Su 07:00-20:00,Opening days and times/Mo-Fri 07:00-13:30,Opening days and times/24/7,Opening days and times/Other,What type of operator is this?,What is the name of the operator?,What is the health care specialty of this facility,What is the number of doctors?,What is the number of nurses?,Phone number of health facility,Does the facility have toilets?,Type of facility,Is the facility usable,Is the facility separated boys/girls,Is the facility equiped for menstrual hygiene management,Is facility separated for staff and non staff?,Is  the facility meet needs for limited mobility?,Is there existance of handwashing at the facility?,"If yes, How many","Does the facility has Station with basin, soap and water / OR with alcohol-based hand rub",Is the station within 5 meters of toilets,Is there existance of a water point?,Is the facility improved?,Is water located on school premises?,"WASH package management, O&M and financing",Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,You are now at end of this form. Thank you for filling it out. Swipe to the next page/screen and save form.,_id,_uuid,_submission_time,_validation_status,_index
2021-02-10T11:54:27.084Z,2021-02-10,358005081343540,,,,Moussa camara,Bamako,Commune I,Korofina Nord,,,12.666690000000001 -7.9528516666666675 342.1 7.5,12.66669,-7.95285166666667,342.1,7.5,Cabinet dentaire matou,Dental,,,,,,,,,No,Yes,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,0,Private,Madame ly ouleymatou sangare,,2,1,74785045,Yes,Improved,Yes,,,,,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,,,Yes,Once a day,Other,,1171,4ccdca98-3906-40fc-840d-4e97ecdb95fe,2021-02-10T20:11:28,,166
2021-02-15T09:45:40.267Z,2021-02-15,collect:yz6GdNItMEBqLYb0,,,,Bilaly Dicko ,Bamako,Commune VI,Missabougou,,Moussabougou sema,12.63605420994587 -7.912832492259956 357.6783982850611 4.9,12.6360542099459,-7.91283249225996,357.678398285061,4.9,Cabinet dentaire MAIGA,Dental,,Specialized,Imaging equipment,Medicine,,15,8,5,Yes,Yes,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,0,Private,IDrissa Maiga,Community,1,1,66243361,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,1538,ed0bebd0-db39-4c46-a174-62578f1ab60e,2021-02-15T16:44:18,,200
2021-02-15T09:57:57.490Z,2021-02-15,collect:MISsMtgfFQthUhqA,,,,Aissakke,Bamako,Commune V,Kalaban - Coura,,,12.5704881 -7.9948259 374.1586642126049 3.9,12.5704881,-7.9948259,374.158664212605,3.9,Cabinet médical Kefena,Dental,Clinic bed,Specialized,Laboratory,Martenal care,4,5,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Traoré Bakaye,General,1,2,65769024,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,1574,135d4da8-0e59-4c60-a4a1-39df38ae7bb2,2021-02-15T16:47:05,,202
2021-02-15T10:53:36.879Z,2021-02-15,collect:MISsMtgfFQthUhqA,,,,Ramatou Sogoba ,Bamako,Commune V,Kalaban - Coura,,Kalaban coura Ext-sud ,12.5719333 -7.9976825 374.62583018831765 3.9,12.5719333,-7.9976825,374.625830188318,3.9,Cabinet médical le GOLF,Dental,,Specialized,,Medicine,,,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,,,66148613,No,,,,,,,,,,,,,,,,,,,1580,ff807f94-66e5-4901-a337-01d9d004bdca,2021-02-15T16:47:15,,204
2021-02-15T13:47:25.720Z,2021-02-15,collect:EZ7wOdBrRXaKJzjD,,,,TRAORE,Bamako,Commune VI,Yirimadio,,Yirimadio yorodiambougou,12.59506 -7.917755 369.3706985665324 3.633,12.59506,-7.917755,369.370698566532,3.633,Cabinet médical soutien,Dental,Clinic bed,All,Laboratory,Medicine,4,1,1,1,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Boubou TRAORE,General,1,1,79175372,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,No existence of water point,yes,,,Yes,Once a day,Other,,1829,00a34202-ab9f-4fd1-8928-ec87c86faed6,2021-02-15T18:48:59,,226
2021-02-15T13:50:40.675Z,2021-02-15,collect:HT5m96BSOrMwBzMD,,,,Seydou KONE,Bamako,Commune VI,Faladié,,Socoura,12.59091 -7.95089 361.06175093037854 3.666,12.59091,-7.95089,361.061750930379,3.666,Cabinet,Dental,Clinic no beds,,,Medicine,,5,2,3,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Coulibaly Safiatou,,2,1,20201350,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,1922,a006a0fa-6b07-409c-8a20-3dbc3647321f,2021-02-15T19:15:20,,232
2021-02-15T11:19:32.427Z,2021-02-15,collect:T2d0jw7SofpYizv1,,,,AÏSSATOU,Bamako,Commune VI,Banankabougou - LMK,,,12.6048483 -7.9454533 355.28842328684254 2.0,12.6048483,-7.9454533,355.288423286843,2,Cabinet dentaire SISSOKO,Dental,Clinic bed,General acute care,Laboratory,Social care,3,4,1,3,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,,Community,1,1,76467130,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,,,2023,7f04cb60-2c23-4a69-9715-41c49d19fe2c,2021-02-15T21:13:02,,238
2021-02-16T09:56:24.772Z,2021-02-16,collect:yz6GdNItMEBqLYb0,,,,Bilaly Dicko ,Bamako,Commune VI,Magnambougou,,Faso kanu ,12.615375567634269 -7.964645709173375 369.8901134636253 4.9,12.6153755676343,-7.96464570917338,369.890113463625,4.9,Bâtiment cabinet médical kouna,Dental,,Specialized,,,,3,3,2,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr. Mahame Traore ,Community,2,3,76414250,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,2422,7c037c43-3fc6-4b97-a6a4-ac3d665b935e,2021-02-16T15:48:38,,257
2021-02-16T10:30:28.371Z,2021-02-16,collect:yz6GdNItMEBqLYb0,,,,Bilaly Dicko ,Bamako,Commune VI,Magnambougou,,Faso kanu ,12.620020953040166 -7.959765628850898 344.8571586776525 4.9,12.6200209530402,-7.9597656288509,344.857158677652,4.9,Bâtiment Cabinet médical Moussoula,Dental,,General acute care,,Martenal care,,5,1,2,Yes,Yes,24/7 Other,0,0,0,0,0,0,1,1,Private,Dr. Oussebe seydou ,Community,1,3,66994104,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,2428,a73c3d4c-f3b0-4a57-a38c-1c56b0686e5d,2021-02-16T15:48:41,,259
2021-02-16T12:04:50.293Z,2021-02-16,collect:MISsMtgfFQthUhqA,,,,Ramatou Sogoba ,Bamako,Commune V,Daoudabougou,,,12.6053981 -7.9778315 378.4599938964844 4.5,12.6053981,-7.9778315,378.459993896484,4.5,Cabinet médical RABI,Dental,,Specialized,Operating theater,Medicine,,,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Sadia Diarra,General,,,76454731,Yes,Improved,,,,,,Existence of handwashing post/station(s):,,,,Water point exists,,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,2886,358451c6-1d60-4cc4-8240-a544bc9dd912,2021-02-16T18:17:18,,276
2021-02-16T10:42:41.414Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie socoura,12.5906967 -7.9506733 357.19736443990723 2.45,12.5906967,-7.9506733,357.197364439907,2.45,Cabinet Dentaire,Dental,Clinic no beds,Specialized,Laboratory,Medicine,2,9,5,4,Yes,Yes,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,,Community,1,,66736630,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3023,240df7a9-4c0f-4ef5-aa3e-4e8b6116e5d3,2021-02-16T19:40:43,,287
2021-02-16T10:46:26.819Z,2021-02-16,collect:n5oaS9J0rPkZfkVZ,,,,Bernard Ballo,Bamako,Commune V,Daoudabougou,,,12.61225 -7.9784767 395.1194688021863 1.483,12.61225,-7.9784767,395.119468802186,1.483,Cabinet médical de consultation et soins(Amina yarabi),Dental,,All,,,4,3,1,2,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr. Diallo Abdoulaye,General,2,2,75193742,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3195,a84d4f5f-c703-41f7-ab76-1a795a56fb9b,2021-02-16T21:48:55,,307
2021-02-16T10:45:09.713Z,2021-02-16,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Faladié,,Faladie Socoura,12.5908377 -7.9508471 346.9627969110435 5.0,12.5908377,-7.9508471,346.962796911043,5,"Cabinet dentaire chirurgien dentiste
Le docteur n'a pas voulu donner les renseignements parce que j'ai pas un ordre fiable pour sa structure en quoi donc les informations remplit sont ceux visibles à l'intérieur",Dental,,,,Surgery,,,,,,,Other Mo-Su 07:00-20:00,0,0,0,0,1,0,0,1,Private,,,,,,Yes,Improved,Yes,,,,,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3207,8049d35b-43a4-41cd-9284-12e0281b78b3,2021-02-16T22:36:10,,311
2021-02-16T11:26:26.743Z,2021-02-16,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Yirimadio,,Cité unicef ,12.5925117 -7.9733783 350.7436188863465 3.9,12.5925117,-7.9733783,350.743618886346,3.9,Cabinet dentaire ,Dental,Second referral_hospital,Specialized,Operating theater,Surgery,10,3,1,2,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Diallo Mohamed,General,3,2,,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,5,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3230,24907503-0a6a-42b3-b505-b26bf2a2d505,2021-02-17T08:07:31,,317
2021-02-17T10:31:22.878Z,2021-02-17,collect:yz6GdNItMEBqLYb0,,,,Bilaly Dicko ,Bamako,Commune VI,Faladié,,Sokoro ,12.582396718051907 -7.970479591988038 370.6382102146745 4.9,12.5823967180519,-7.97047959198804,370.638210214674,4.9,Bâtiment cabinet médical sage femme ,Dental,,General acute care,Imaging equipment,Pediatric care,,3,3,1,Yes,Yes,Other 24/7,0,0,0,0,0,0,1,1,Private,Dr fatoumata ,General,1,3,66730838,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Financial support by NGO or other partners for: maintenance / major repairs / construction of new facilities,Yes,Once a day,Manual Emptier,,3436,2c3428f1-bdf7-47ed-a140-57aa02499d4f,2021-02-17T15:56:06,,344
2021-02-17T15:00:52.144Z,2021-02-17,collect:yz6GdNItMEBqLYb0,,,,Bilaly Dicko ,Bamako,Commune VI,Faladié,,Sokoro ,12.589292275866727 -7.960254322052119 385.2004619669169 4.9,12.5892922758667,-7.96025432205212,385.200461966917,4.9,Bâtiment ,Dental,,Specialized,,Medicine,,5,1,2,No,Yes,24/7 Other,0,0,0,0,0,0,1,1,Private,Dr. Togola ,Community,1,2,70030532,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,3453,9969ae04-03de-4e77-a358-fcc9a7898332,2021-02-17T15:56:13,,345
2021-02-17T10:58:01.830Z,2021-02-17,collect:MISsMtgfFQthUhqA,,,,Issa keïta ,Bamako,Commune V,Badalabougou,,,12.6191823 -7.9904238 378.4599938964844 4.9,12.6191823,-7.9904238,378.459993896484,4.9,Cabinet Médical MASSILA COULIBALY ,Dental,,Specialized,Imaging equipment,Medicine,4,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Massila Coulibaly ,General,,,20221427,No,,,,,,,,,,,,,,,,,,,4054,7841cf14-9386-405b-b99a-ffe98b9f212f,2021-02-17T21:53:18,,372
2021-02-17T11:28:51.367Z,2021-02-17,collect:MISsMtgfFQthUhqA,,,,Ramatou Sogoba ,Bamako,Commune V,Badalabougou,,,12.6152074 -7.9924624 378.4599938964844 5.0,12.6152074,-7.9924624,378.459993896484,5,Cabinet chinois KINÉSITHÉRAPIE,Dental,,Specialized,Operating theater,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,,General,,,66714974,No,,,,,,,,,,,,,,,,,,,4060,077806e7-8fc8-4d7f-82cf-6c2fce0cde27,2021-02-17T21:53:22,,373
2021-02-17T12:32:39.953Z,2021-02-17,collect:MISsMtgfFQthUhqA,,,,Issa keïta ,Bamako,Commune V,Badalabougou,,,12.6141891 -7.9939936 378.4599938964844 5.0,12.6141891,-7.9939936,378.459993896484,5,Cabinet Médical le pont d'ain,Dental,Clinic bed,All,Laboratory,Medicine,5,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Samaké Bama,General,,,20799981,No,,,,,,,,,,,,,,,,,,,4063,b4035514-62de-4d4d-9229-6de4e4deaba0,2021-02-17T21:53:24,,374
2021-02-17T11:51:34.678Z,2021-02-17,collect:37iYIf9mujLgP7FW,,,,ALOU SOW,Bamako,Commune IV,Djikoroni-Para,,ACI2000,12.6180667 -8.0362617 338.65899467267747 3.9,12.6180667,-8.0362617,338.658994672677,3.9,Cabinet Médical N'Didi Moussa,Dental,,Specialized,Laboratory,Martenal care,6,8,3,5,No,,Mo-Sa 07:30-15:00 Other,0,1,0,0,0,0,0,1,Private,N'Didi Moussa,,1,2,22230260,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,4203,bc3aaff2-f4e3-44bf-9b2b-6604355a1e26,2021-02-18T07:57:12,,376
2021-02-18T10:19:29.349Z,2021-02-18,collect:MISsMtgfFQthUhqA,,,,Ramatou Sogoba ,Bamako,Commune V,Baco - Djicoroni,,ACI,12.5904841 -8.0219842 378.4599938964844 4.25,12.5904841,-8.0219842,378.459993896484,4.25,Cabinet Ophtalmo ,Dental,,Specialized,Imaging equipment,Medicine,,70,42,32,No,No,Mo-Fri 08:00-17:00 Mo-Fri 09:00-17:00,0,0,1,1,0,0,0,0,Private,Associé Prophète ,General,2,1,20287806,Yes,Improved,,Yes,,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,4738,1299c4f5-e368-433a-ae45-74896b1a4cc0,2021-02-18T16:45:00,,388
2021-02-18T12:09:36.516Z,2021-02-18,collect:MISsMtgfFQthUhqA,,,,Issa keïta ,Bamako,Commune V,Baco - Djicoroni,,ACI,12.5948045 -8.0203356 378.4599938964844 4.25,12.5948045,-8.0203356,378.459993896484,4.25,Cabinet médical ESPÉRANCE DE VIE,Dental,,Specialized,Imaging equipment,Medicine,,80,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,DR TRAORÉ DRISSA,General,2,1,65938868,No,,,,,,,,,,,,,,,,,,,4750,d0d97f4b-507a-4407-a65d-ebad5aef4797,2021-02-18T16:45:07,,390
2021-02-18T09:32:32.795Z,2021-02-18,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Baco - Djicoroni,,,12.582175 -8.0201117 332.7 2.8,12.582175,-8.0201117,332.7,2.8,Cabinet dentaire,Dental,,Specialized,,,1,2,1,1,Yes,Yes,Mo-Su 07:00-20:00,0,0,0,0,1,0,0,0,Private,Cabinet Dentaire du Golf,,1,,20714508,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,,Facility with water and soap,yes,Water point exists,,,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,4851,c574eaa0-4c66-4556-b904-94491d4fb028,2021-02-18T17:21:33,,395
2021-02-17T10:01:05.659Z,2021-02-17,collect:EZ7wOdBrRXaKJzjD,,,,TRAORE Fatoumata ,Bamako,Commune VI,Faladié,,Faladiè Solola ,12.5739117 -7.9569448 387.4599938964844 4.05,12.5739117,-7.9569448,387.459993896484,4.05,Cabinet médical  Horonya,Dental,Clinic bed,Specialized,Imaging equipment,Medicine,4,8,3,5,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Thera Aly,General,5,1,63837242,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,,,Other,,5071,4e9af492-3b48-4809-9180-a541ce5c9659,2021-02-18T20:55:04,,406
2021-02-09T11:26:46.135Z,2021-02-09,collect:rWmgRjTPVggkfceM,,,,Awa camara,Bamako,Commune IV,Lafiabougou,,Hamdalaye,12.6487917 -8.0340217 374.57018931860296 1.5,12.6487917,-8.0340217,374.570189318603,1.5,Hôpital Mère-enfants le Luxembourg,Hospital,First referral hospital,All,Intensive care unit,Surgery,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Religious,,Emergency,,,20294445,Yes,,,,,yes,No,Existence of handwashing post/station(s):,,Facility with water and soap,,Water point exists,,,,Yes,Once a day,,,317,0da1fa02-35be-44da-b77d-e327411bbe08,2021-02-09T15:53:27,,13
2021-02-09T14:49:16.369Z,2021-02-09,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Kalaban - Coura,,Kalaban coura aci,12.552495 -7.9944683 370.3 3.18,12.552495,-7.9944683,370.3,3.18,Centre Dialyse Relais,Hospital,,Specialized,Intensive care unit,,5,5,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Centre Médical de Dialyse le Relais,General,3,4,,Yes,Improved,Yes,,,,,,,,,,,,Existence of Management Committee including WASH issues,Yes,Once a day,,,432,b8d827e1-9ea6-47e2-a71d-faa65700e708,2021-02-09T17:11:15,,34
2021-02-09T14:25:10.523Z,2021-02-09,collect:doqJGB7PZxYJ95Vo,,,,Ibrahima BABY ,Bamako,Commune IV,Lafiabougou,,Hamdallaye ,12.6550763 -8.0456256 478.0 11.166,12.6550763,-8.0456256,478,11.166,Hôpital mère enfants le Luxembourg ,Hospital,First referral hospital,All,Intensive care unit,Surgery,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Religious,,Emergency,,,20294445,Yes,,,,,yes,No,Existence of handwashing post/station(s):,,Facility with water and soap,,Water point exists,,,,Yes,Once a day,,,493,4d0c1510-f0d8-462f-a5ee-a319c2c68de4,2021-02-09T17:49:16,,50
2021-02-09T10:35:29.532Z,2021-02-09,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Sénou,,Senou Lafiabougou,12.53692 -7.9213467 382.4 3.9,12.53692,-7.9213467,382.4,3.9,Hôpital privé ,Hospital,Second referral_hospital,All,Intensive care unit,Medicine,51,10,4,6,Yes,Yes,Other,0,0,0,0,0,0,0,1,Private,Cheick Soufi Bilal,General,2,4,20717171,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,6,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,623,79d9fdb1-9996-4abc-a05b-29d80407f9db,2021-02-10T09:27:06,,80
2021-02-10T10:37:01.715Z,2021-02-10,collect:37iYIf9mujLgP7FW,,,,ALOU SOW,Bamako,Commune IV,Djikoroni-Para,,Bougouba,12.62137 -8.0282383 344.48234351402243 3.5,12.62137,-8.0282383,344.482343514022,3.5,PHARMACIE,Hospital,,,,Medicine,,,,,No,Yes,Mo-Sa 07:30-15:00 Other,0,1,0,0,0,0,0,1,Governement,Gouvernement,,1,2,,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,803,d22fedba-0bc6-4532-a659-a82005bae322,2021-02-10T16:31:02,,107
2021-02-16T14:57:48.380Z,2021-02-16,collect:AdfiW4ZdTTGYwc43,,,,Anna Diarra,Bamako,Commune IV,Sébéninkoro,,Secteur 1,12.5882417 -8.0532867 361.9599938964844 2.483,12.5882417,-8.0532867,361.959993896484,2.483,"Hôpital Mali Gavardo,",Hospital,First referral hospital,All,Laboratory,Martenal care,40,70,34,36,Yes,Yes,Other,0,0,0,0,0,0,0,1,Religious,Ministère de la santé,General,15,14,20774017,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,,Existence of handwashing post/station(s):,3,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,2564,de2e51bf-1196-4a7d-a1b1-29ce4ccfff72,2021-02-16T16:09:18,,263
2021-02-08T14:10:27.230Z,2021-02-08,collect:AdfiW4ZdTTGYwc43,,,,Anna Diarra,Bamako,Commune IV,Sébéninkoro,,Sebenikoro secteur 1,12.58729 -8.06076 344.36196203161217 3.9,12.58729,-8.06076,344.361962031612,3.9,Pharmacie Batouma Baya,Pharmacy,,,Laboratory,Medicine,,,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Community,Ordre des pharmaciens,Community,,,77777863,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,150,e597a572-bd6d-4a6b-af42-25643a8c7dac,2021-02-08T16:41:39,,1
2021-02-08T14:21:35.908Z,2021-02-08,collect:rWmgRjTPVggkfceM,,,,Awa camara,Bamako,Commune IV,Lafiabougou,,Hamdalaye aci,12.63793 -8.0226367 346.4125793077183 1.516,12.63793,-8.0226367,346.412579307718,1.516,Pharmacie la vie,Pharmacy,,,,Medicine,,,,,,No,Other,0,0,0,0,0,0,0,1,Private,,,,,,,,,,,,,,,,,,,,,,,,,164,7c346fda-241a-4669-8982-293b52ab4e0c,2021-02-08T16:54:00,,2
2021-02-08T14:00:22.343Z,2021-02-08,collect:YOr78JsZpLkhP6SJ,,,,Mahamady Camara ,Bamako,Commune IV,Hamdallaye,,Pharmacie la vie ,12.6379074 -8.022669 366.922952713809 5.2,12.6379074,-8.022669,366.922952713809,5.2,Pharmacie,Pharmacy,Clinic no beds,,,Medicine,,,,,,,Other,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,187,0d7382b6-bec8-4a29-8a76-aad7aae388cd,2021-02-08T17:24:39,,5
2021-02-08T14:47:03.377Z,2021-02-08,collect:EZ7wOdBrRXaKJzjD,,,,TRAORÉ Fatoumata ,Bamako,Commune VI,Sénou,,Medine1,12.5241667 -7.9317733 374.26001220703125 4.183,12.5241667,-7.9317733,374.260012207031,4.183,PHARMACIE ,Pharmacy,Tertiary hospital,,,Medicine,,,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Bakoroba goundougou,,,,,No,,,,,,,,,,,,,,,,,,,205,118e2251-fb8b-4ae5-92f2-adf9376b1ebd,2021-02-08T17:39:09,,6
2021-02-08T14:58:46.732Z,2021-02-08,collect:kZCwpco2LamgRepp,,,,Bakary Camara,Bamako,Commune IV,Taliko,,Taliko,12.630089466163698 -8.053051667435211 367.57781168209175 16.0,12.6300894661637,-8.05305166743521,367.577811682092,16,Pharmacie Mami taliko,Pharmacy,,,,Medicine,,,,,No,Yes,Mo-Sa 07:30-15:00 Other,0,1,0,0,0,0,0,1,Private,Pharmacie Mami de taliko,,0,0,76435007,Yes,Improved,Yes,Yes,,,,Existence of handwashing post/station(s):,1,Facility with water and soap,,Water point exists,yes,,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,214,323b7408-cad5-4601-9533-44d04a512b7b,2021-02-08T18:10:18,,7
